Date,Sentence,Prediction,sentimentScore
2014-01-07,Oracle’s purchase of Corente pushes the once web-shy technology giant further into the Internet age.,positive,0.7912681102752686
2014-01-07,Oracle Agrees to Buy Cloud-Based Service,positive,0.7882528305053711
2014-02-19,"Opposition to outsize pay packages should not be reserved just for executives on Wall Street, Steven M. Davidoff writes.",neutral,-0.04225219413638115
2014-02-19,"Outrage Over Wall St. Pay, but Shrugs for Silicon Valley?",negative,-0.7005049586296082
2014-04-05,"Yes, Warren Buffett’s 49-year market record is stellar.",positive,0.4841282367706299
2014-04-05,Just don’t count the last five.,neutral,-0.08617503196001053
2014-04-05,"The Oracle of Omaha, Lately Looking a Bit Ordinary",neutral,-0.17170581221580505
2014-04-12,"Larry Ellison, the chief executive of Oracle, may not care what you think about his $78.4 million in 2013 compensation, the highest in the Equilar 100 C.E.O.",neutral,0.02740117907524109
2014-04-12,Pay Study.,neutral,0.006742022931575775
2014-04-12,Still No.,negative,-0.3048599362373352
2014-04-12,"1, and Doing What He Wants",neutral,0.07148919999599457
2014-04-19,"For years, Linux has enjoyed the backing of a range of big tech companies.",neutral,0.4046827554702759
2014-04-19,How has Linux flourished while other open-source efforts have begged for resources?,positive,0.6552857160568237
2014-04-19,OpenSSL and Linux: A Tale of Two Open-Source Projects,neutral,0.03362186253070831
2014-05-06,"SAP is offering much of its enterprise software and Hana, used for data analysis, on VWware’s cloud computing platform.",neutral,0.020300602540373802
2014-05-06,EMC and Oracle have made their own announcements.,neutral,0.01950133964419365
2014-05-06,More is expected.,neutral,0.05087488144636154
2014-05-06,SAP and VMware Head for the Future Together,neutral,0.03357855603098869
2014-06-02,Some analysts say the cloud-computing juggernaut is overly reliant on stock-based pay and that a prolonged slump in its share price could harm the health of its core operations.,negative,-0.9553477764129639
2014-06-02,Salesforce Bottom Line Is Put at Risk by a Slide in the Company’s Stock,negative,-0.9158537983894348
2014-06-04,"Nobody really knows if Valeant Pharmaceuticals is doing anything that makes money, or is just engaged in prestidigitation that never gets anywhere, writes Jesse Eisinger in The Trade.",neutral,-0.02193828672170639
2014-06-04,"In Valeant’s Bid for Allergan, an Opaque Business Model Is Revealed",neutral,-0.44238224625587463
2014-06-07,Executive compensation boards are now more independent and rewards are increasingly tied to results.,neutral,0.13332116603851318
2014-06-07,But C.E.O.,neutral,-0.15265308320522308
2014-06-07,pay remains enormous.,neutral,0.05813515931367874
2014-06-07,"More Scrutiny, Still Spectacular",neutral,-0.2905155420303345
2014-06-10,"Lawrence J. Ellison, a master salesman, has positioned the new version of his flagship database as a product that continually changes to meet the cutting edge of tech, while staying familiar to its corporate clientele.",neutral,0.25215959548950195
2014-06-10,It’s a great marriage of stability and change from a company now worth more than IBM.,positive,0.7958437204360962
2014-06-10,Oracle’s Database of Youth,neutral,-0.031694598495960236
2014-06-23,"Micros still gets the vast majority of its revenue from sales of less sexy hardware and services, making the deal more of an add-on for Oracle rather than a supercharged foray into cloud computing, Kevin Allison of Reuters Breakingviews writes.",neutral,0.09897066652774811
2014-06-23,Oracle’s Deal Won’t Do Much for Its Cloud Computing Efforts,negative,-0.6246417760848999
2014-07-29,"The Pacific Northwest city continues its rise as the world’s center of cloud computing, moving from infrastructure to applications.",positive,0.7261564135551453
2014-07-29,"Oracle is kicking off a 100-person engineering facility, which over time is expected to affect sales, training, and much more of how Oracle works with customers.",neutral,0.05320729687809944
2014-07-29,Seattle Takes Oracle’s Cloud,neutral,-0.051470451056957245
2014-08-18,"Companies like Google are employing unorthodox criteria — say, whether a product is used daily, like a toothbrush — to size up their deal targets, and without the advice of Wall Street bankers.",neutral,-0.40353816747665405
2014-08-18,"In Silicon Valley, Mergers Must Meet the Toothbrush Test",neutral,0.01217663660645485
2014-09-18,"The top job at the database giant will be shared by Mark V. Hurd, now co-president, and Safra Catz, who is co-president and chief financial officer.",neutral,0.06586068868637085
2014-09-18,Larry Ellison to Step Down as Oracle’s Chief,neutral,-0.24734953045845032
2014-09-19,"Mr. Ellison’s 25 percent stake in the company — and dual role as chairman and chief technology officer — ensure he’s far from relinquishing control, Robert Cyran of Reuters Breakingviews writes.",neutral,0.16482007503509521
2014-09-19,Larry Ellison Keeps a Hand on the Wheel at Oracle,neutral,-0.06594530493021011
2014-09-22,"The opening keynote at Oracle’s annual conference will be about its“unique opportunity to be the leader of the next generation of cloud,” according to Mark Hurd, the new co-chief.",positive,0.7546809911727905
2014-09-22,Hurd: Oracle Takes On Microsoft in the Cloud,neutral,-0.2036106288433075
2014-09-23,"The computer storage company’s talks with HP, Cisco and Oracle highlight the continuing problem with aging technology giants pursuing growth and relevance.",negative,-0.6432572603225708
2014-09-23,Aging Tech Giants Like EMC Look to Deals to Help Bolster Revenue,neutral,0.33052709698677063
2014-09-29,"Cisco has a novel approach for selling its big Internet vision, called Intercloud: There is no better way to impose government policies on the Internet.",neutral,0.029144061729311943
2014-09-29,Cisco: The Internet Needs More Control,neutral,0.12895716726779938
2014-10-08,"In a letter, Elliott Management criticized the tech company for being overly complex and suggested selling off a range of assets, including the separately traded cloud computing firm VMWare.",negative,-0.918626070022583
2014-10-08,Paul Singer’s Hedge Fund Pushes Technology Giant EMC to Break Up,neutral,-0.31565356254577637
2014-11-06,"Scott Stringer, the New York City comptroller who oversees five pension funds, is leading a drive to let shareholders nominate board directors.",neutral,0.06802807003259659
2014-11-06,Effort Begins for More Say on Directors,neutral,0.0932513177394867
2014-12-26,Oracle’s purchase of Datalogix sheds a light on an important side of the digital advertising business: connecting an ad you see with a product you buy.,positive,0.7551336884498596
2014-12-26,"In Advertising, It’s About Who Gets Credit for the Sale",neutral,-0.028942551463842392
2015-02-28,"Warren Buffett recalls missteps during his five decades with Berkshire Hathaway, a period that saw the company’s stock rise nearly 2 million percent.",negative,-0.5676928758621216
2015-02-28,"After 50 Years, Oracle of Omaha Looks Back on Less Prescient Moves",neutral,0.13166479766368866
2015-03-02,"There are two chief theories for why the company has been so successful, with important implications for imagining a future without Mr. Buffett.",neutral,0.2563285529613495
2015-03-02,Why Warren Buffett Is Worth $72 Billion and You’re Not,neutral,-0.030629262328147888
2015-04-10,"An analysis of recent company reports, however, finds that the widest gap exists between the chief executives and workers of Disney, Oracle, Qualcomm and Starbucks.",negative,-0.7619733810424805
2015-04-10,"Despite Federal Regulation, C.E.O.-Worker Pay Gap Data Remains Hidden",negative,-0.9366810917854309
